NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,HD,HIPP,RA,DEC,RA_STRING,DEC_STRING,V,VURL,VREF,J,I,DEPTH,T14,TT,MASS,R,AR,B,RSTAR,MSTAR,STAR,TEFF,LOGG,FE,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,TRANSIT,TRANSITURL,TRANSITREF,OTHERNAME,KS,H
,mjupiter,au,day,,deg,jd,m/s,,,,,,,hr,deg,,,,,,,deg,,day,,mjupiter,rjupiter,,,rsun,msun,,k,,,,,,,,,,,,
XO-1 b,0.918265,0.049283,3.941534,0,90,2453808.917,116,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,McCullough 2006,http://adsabs.harvard.edu/abs/2006ApJ...648.1228M,,,16.03662222226461,28.16955555544959,16:02:11.84,+28:10:10.4,11.19,,,9.939,88.81,0.0175828,0.120447,2453808.917,0.918464,1.206,11.55,0.24,0.934,1.027,XO-1,5750,4.509,0.02,XO-1 b,http://var2.astro.cz/ETD/etd.php?STARNAME=XO-1&PLANET=b,XO-1,http://simbad.harvard.edu/simbad/sim-id?Ident=XO-1,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,TYC 2041-1657-1,9.527,9.601
Kepler-33 d,,0.166175,21.77596,0,90,2455022.8,,Lissauer 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.27183888912201,46.005,19:16:18.62,+46:00:18.0,13.74,,,12.871,88.71,,,,,0.477,19.3,0.44,1.82,1.291,Kepler-33,5904,4.027,,,,Kepler-33,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-33,1,http://adsabs.harvard.edu/abs/2012ApJ...750..112L,Lissauer 2012,KOI-707,12.591,12.62
Kepler-20 d,0.0236858,0.345324,77.61184,0,74.0546,2454955.434,1.2,Gautier 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.17986777729458,42.33869444423252,19:10:47.524,+42:20:19.30,12.51,,,11.252,89.57,0.00071289,0.330065,2454997.7271,0.0236865,0.24512,63,0.588,0.944,0.912,Kepler-20,5455,4.4,0.01,Kepler-20 d,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-20&PLANET=d,Kepler-20,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-20,1,http://adsabs.harvard.edu/abs/2012ApJ...749...15G,Gautier 2012,KOI-70,10.871,10.91
WASP-55 b,0.57116,0.0532575,4.465633,0,90,2455737.9396,70,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,,13.58387222223812,-17.50352777772479,13:35:01.94,-17:30:12.7,11.75,,,,89.6,0.0158,0.147,2455737.9396,0.571173,1.3,10.7433,0.15,1.06,1.01,WASP-55,5900,4.3,-0.2,,,TYC 6125-113-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+6125-113-1,1,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,,,
OGLE-TR-111 b,0.548481,0.0468862,4.0161,0,90,2452330.449,78,Torres 2008,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P,,,10.88830833329095,-61.40563888867696,10:53:17.910,-61:24:20.3,16.96,,,14.7,88.25,0.01687,0.113444,2452330.449,0.55,1.051,12.09,0.36,0.831,0.852,OGLE-TR-111,5040,4.529,0.19,OGLE-TR-111 b,http://var2.astro.cz/ETD/etd.php?STARNAME=OGLE-TR-111&PLANET=b,OGLE-TR-111,http://simbad.harvard.edu/simbad/sim-id?Ident=OGLE-TR-111,1,http://adsabs.harvard.edu/abs/2008ApJ...677.1324T,Torres 2008,,14.14,14.22
WASP-3 b,2.00437,0.0314948,1.846834,0,90,2454605.55922,290.5,Tripathi 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,Pollacco 2008,http://adsabs.harvard.edu/abs/2008MNRAS.385.1576P,,,18.57544444455041,35.66152777777778,18:34:31.6,+35:39:41.5,10.64,,,9.603,85.06,0.010282,0.117,2454605.55922,2.01184,1.29,5.173,0.448,1.31,1.22,WASP-3,6400,4.25,0,WASP-3 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-3&PLANET=b,WASP-3,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-3,1,http://adsabs.harvard.edu/abs/2010ApJ...715..421T,Tripathi 2010,2MASS J18343163+3539415,9.361,9.407
TrES-5 b,1.77,0.0245157,1.4822446,0,90,2455443.25153,339.8,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,,,20.34812222268846,59.44877777735392,20:20:53.24,+59:26:55.6,13.718,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,12.111,84.529,0.020621,0.0773009,2455443.25153,1.7781,1.209,6.074,0.579,0.866,0.893,TrES-5,5171,4.513,0.2,TrES-5 b,http://var2.astro.cz/ETD/etd.php?STARNAME=TrES-5&PLANET=b,TrES-5,http://simbad.harvard.edu/simbad/sim-id?Ident=TrES-5,1,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Mandushev 2011,GSC 03949-00967,11.564,11.673
Kepler-18 b,0.0216244,0.0447299,3.504725,0,90,2454966.5068,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.87196305539873,44.74637222184075,19:52:19.067,+44:44:46.94,,,,12.19,84.92,0.000274234,0.0865,2454966.5068,0.022,0.17843,8.58,0.771,1.108,0.972,Kepler-18,5383,4.41,0.2,Kepler-18 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-18&PLANET=b,Kepler-18,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-18,1,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Cochran 2011,KOI-137,11.756,11.873
HAT-P-23 b,2.0884,0.0231971,1.212884,0.106,118,2454852.341,368.5,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,20.40825666692522,16.7621638891432,20:24:29.724,+16:45:43.79,11.94,,,11.103,85.1,0.0136656,0.0908,2454852.26464,2.09606,1.368,4.14,0.324,1.203,1.13,HAT-P-23,5905,4.33,0.15,HAT-P-23 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-23&PLANET=b,TYC 1632-1396-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+1632-1396-1,1,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,2MASS J20242972+1645437,10.791,10.846
Kepler-26 c,0,0.113189,17.25204,0,90,2454982.8854,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,18.99606944402059,46.56638888888889,18:59:45.85,+46:33:59.00,,,,13.408,,0.00236196,0.088333,2454982.8854,0,0.320884,34,0.81,0.59,0.65,Kepler-26,3933,4.5,-0.21,,,Kepler-26,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-26,1,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,KOI-250,12.63,12.746
Kepler-22 b,0,0.848513,289.8623,,,,,Borucki 2012,http://adsabs.harvard.edu/abs/2012ApJ...745..120B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.28116666687859,47.88446388893657,19:16:52.20,+47:53:04.07,,,,10.523,89.764,0.00049284,0.308958,2454966.6983,0,0.2125,186.4,0.768,0.979,0.97,Kepler-22,5518,4.44,-0.29,Kepler-22 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-22&PLANET=b,Kepler-22,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-22,1,http://adsabs.harvard.edu/abs/2012ApJ...745..120B,Borucki 2012,KOI-87,10.152,10.211
Kepler-68 c,0.0137538,0.0907019,9.605085,0,90,2454969.3805,1.25,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Batalha 2013,http://adsabs.harvard.edu/abs/2013ApJS..204...24B,,,19.40215555561913,49.04027777777777,19:24:07.76,+49:02:25.0,10.08,,,9,86.93,0.0000494209,0.108481,2454969.3805,0.015142,0.0849452,15.68,0.84,1.243,1.079,Kepler-68,5793,4.281,0.12,,,Kepler-68,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-68,1,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,KIC 11295426,8.6,8.7
Kepler-42 d,,0.0150222,1.865169,,,,,Muirhead 2012,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.48126666704814,44.6193333334393,19:28:52.56,+44:37:09.6,16.124,,,12.177,,0.00094249,,2454966.7847,,0.0508067,,0.681,0.17,0.13,Kepler-42,3068,,-0.48,,,KOI-961,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-961,1,http://adsabs.harvard.edu/abs/2012ApJ...747..144M,Muirhead 2012,KOI-961,11.465,11.685
Kepler-56 c,,0.167568,21.4050484,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.58388888888889,41.87166666666667,19:35:02.00,+41:52:18.0,,,,10.813,,,0.461654,2454980.0928,,0.699706,,0.9191,0.58,1.37,Kepler-56,4931,3.58,,,,Kepler-56,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-56,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,KOI-1241,10.227,10.33
CoRoT-23 b,3.07662,0.0483417,3.6313,0.16,52,,377,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,,,18.65217777782016,4.357794444296095,18:39:07.84,+04:21:28.06,16.96,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,12.944,85.7,,0.162,2455308.939,3.0853,1.05,6.85,0.56,1.61,1.14,CoRoT-23,5900,4.3,0.05,,,CoRoT-23,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-23,1,http://adsabs.harvard.edu/abs/2012A%26A...537A..54R,Rouan 2012,2MASS J18390782+0421281,12.36,12.45
WASP-39 b,0.284135,0.0485835,4.055259,0,90,2455342.9688,38,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,,,14.48844666692946,-3.444472221798367,14:29:18.408,-03:26:40.1,12.11,,,10.663,87.83,0.0211,0.1168,2455342.9688,0.284338,1.27,11.68,0.441,0.895,0.93,WASP-39,5400,4.4,-0.12,WASP-39 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-39&PLANET=b,WASP-39,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-39,1,http://adsabs.harvard.edu/abs/2011A%26A...531A..40F,Faedi 2011,2MASS 14291840-0326403,10.202,10.307
WASP-80 b,0.551763,0.0344696,3.0678504,0,,2456125.417512,110.9,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,,,303.16740833,-2.14420833,20:12:40.178,-02:08:39.1,11.7,,,9.218,89.92,0.02933,0.088,2456125.417512,,0.952,12.9887,0.019,0.571,0.58,WASP-80,4145,4.6,-0.14,,,WASP-80,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-80,1,http://adsabs.harvard.edu/abs/2013A%26A...551A..80T,Triaud 2013,2MASS J20124017-0208391,8.351,8.513
Kepler-8 b,0.582607,0.0483278,3.52254,0,90,2454954.1182,68.4,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,,,18.7525416665607,42.45108333335983,18:45:09.15,+42:27:03.9,,,,12.576,84.07,0.00962165,0.133727,2454954.1182,0.585742,1.419,6.97,0.724,1.486,1.213,Kepler-8,6213,4.174,-0.055,Kepler-8 b,http://var2.astro.cz/ETD/etd.php?STARNAME=Kepler-8&PLANET=b,2MASS J18450914+4227038,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J18450914%2B4227038,1,http://adsabs.harvard.edu/abs/2010ApJ...724.1108J,Jenkins 2010,KOI-10,12.293,12.324
HAT-P-14 b,2.22166,0.0606258,4.627669,0.107,94,2454875.331,219,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,,,17.3410761112637,38.2422055557039,17:20:27.874,+38:14:31.94,9.98,,,9.094,83.5,0.00648025,0.0912,2454875.28938,2.23603,1.15,8.87,0.891,1.468,1.386,HAT-P-14,6600,4.25,0.11,HAT-P-14 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-14&PLANET=b,HAT-P-14,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-14,1,http://adsabs.harvard.edu/abs/2010ApJ...715..458T,Torres 2010,2MASS  J17202788+3814317,8.851,8.927
WASP-66 b,2.30754,0.0546221,4.086052,0,90,2455929.09615,246,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,,,10.54833333333333,-34.98980555534363,10:32:54.00,-34:59:23.3,11.6,,,,85.9,0.00668,0.1876,2455929.09615,2.31346,1.39,6.71353,0.48,1.75,1.3,WASP-66,6600,4.3,-0.31,,,TYC 7193-1804-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TYC+7193-1804-1,1,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,,,
Kepler-56 b,,0.104248,10.5034294,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,,,19.58388888888889,41.87166666666667,19:35:02.00,+41:52:18.0,,,,10.813,,,0.564171,2454968.55893,,0.342276,,0.7406,0.58,1.37,Kepler-56,4931,3.58,,,,Kepler-56,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-56,1,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,KOI-1241,10.227,10.33
WASP-5 b,1.62047,0.0271923,1.6284229,0,90,2454373.99601,277.8,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Anderson 2008,http://adsabs.harvard.edu/abs/2008MNRAS.387L...4A,,,23.95659972243839,-41.27713888910082,23:57:23.759,-41:16:37.7,12.3,,,10.949,86.1,0.01223,0.0988,2454373.99601,1.62423,1.14,5.49451,0.37,1.026,1.01,WASP-5,5880,4.403,0.09,WASP-5 b,http://var2.astro.cz/ETD/etd.php?STARNAME=WASP-5&PLANET=b,WASP-5,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-5,1,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Triaud 2010,USNO-B1 0487-079949,10.598,10.65
CoRoT-2 b,3.27343,0.0280884,1.7429935,0.0143,102,2454237.592,563,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Alonso 2008,http://adsabs.harvard.edu/abs/2008A%26A...482L..21A,,,19.45180444439252,1.383716666665342,19:27:06.496,+01:23:01.38,12.57,,,10.783,88.08,0.0275,0.09446,2454237.53556,3.27527,1.466,6.7,0.221,0.902,0.97,CoRoT-2,5625,,,CoRoT-2 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-2&PLANET=b,CoRoT-Exo-2,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-2,1,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Gillon 2010,GSC 00465-01282,10.31,10.44
HAT-P-20 b,7.27817,0.03616,2.875317,0.015,317,2455079.875,1246,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,,,7.46109694480896,24.33649166663488,07:27:39.949,+24:20:11.37,11.339,,,9.276,86.8,0.0164866,0.077,2455080.92661,7.28953,0.867,11.17,0.631,0.694,0.756,HAT-P-20,4595,4.63,0.35,HAT-P-20 b,http://var2.astro.cz/ETD/etd.php?STARNAME=HAT-P-20&PLANET=b,StKM 1-649,http://simbad.harvard.edu/simbad/sim-id?Ident=StKM+1-649,1,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,2MASS J07273995+2420118,8.601,8.743
CoRoT-5 b,0.461312,0.0496334,4.0378962,0.09,231.657,2454397.67413,59.1,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,,,6.751816944413715,0.815238889058431,06:45:06.541,+00:48:54.86,14,,,12.871,85.83,0.01461,0.119275,2454400.19885,0.462537,1.388,8.972,0.755,1.186,1,CoRoT-5,6100,4.19,-0.2,CoRoT-5 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-5&PLANET=b,CoRoT-Exo-5,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-5,1,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,USNO-B1.0 0908-00103649,12.546,12.61
