NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL,HD,HIPP,RA,DEC,RA_STRING,DEC_STRING,V,VURL,VREF,J,I,DEPTH,T14,TT,MASS,R,AR,B,RSTAR,MSTAR,STAR,TEFF,LOGG,FE,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,TRANSIT,TRANSITURL,TRANSITREF,OTHERNAME,KS,H
,mjupiter,au,day,,deg,jd,m/s,,,,,,,hr,deg,,,,,,,deg,,day,,mjupiter,rjupiter,,,rsun,msun,,k,,,,,,,,,,,,
HD 210277 b,1.27275,1.13105,442.19,0.476,119.1,2450104.3,38.94,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 1999,http://adsabs.harvard.edu/abs/1999ApJ...520..239M,210277,109378,22.158282072,-7.54756099,22:09:29.815,-07:32:51.22,6.54,,,5.275,,,,,1.27275,,,,0.939154,0.986,HD 210277,5555.23,4.49458,0.214293,,,HD 210277,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+210277,0,,,,4.799,4.956
55 Cnc b,0.801471,0.113377,14.651,0.004,110,2453035,71.11,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,75732,43587,8.876703576,28.33138863,08:52:36.133,+28:19:53.00,5.96,,,4.767,,,,,0.801471,,,,0.947621,0.905,55 Cnc,5196,4.45,0.314513,,,55 Cnc,http://simbad.harvard.edu/simbad/sim-id?Ident=55+Cnc,0,,,,4.014,4.264
HD 207832 b,0.564176,0.569755,161.97,0.13,130.8,2453191.07306,22.1,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,Haghighipour 2012,http://adsabs.harvard.edu/abs/2012ApJ...756...91H,207832,107985,21.876721296,-26.02621171,21:52:36.197,-26:01:34.36,8.79,,,7.587,,,,,0.564176,,,,0.901,0.94,HD 207832,5710,4.502,0.06,,,HD 207832,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+207832,0,,,2MASS J21523626-2601352,7.207,7.297
HD 33283 b,0.330171,0.145378,18.179001,0.48,155.8,2453017.6,25.2,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,33283,23889,5.133604316,-26.79735883,05:08:00.976,-26:47:50.49,8.05,,,6.982,,,,,0.330171,,,,1.45431,1.24,HD 33283,5995,4.21,0.366,,,HD 33283,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+33283,0,,,,6.645,6.729
HD 10180 e,0.0797893,0.269917,49.747,0.065,174,2454008.7883,4.25,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,10180,7599,1.631553894666667,-60.51154231,01:37:53.594,-60:30:41.55,7.33,,,6.246,,,,,0.0797893,,,,1.10851,1.06,HD 10180,5911,4.39,0.08,,,HD 10180,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10180,0,,,2MASS J01375356-6030414,5.868,5.934
55 Cnc d,3.54451,5.47467,4909,0.02,254,2453490,45.2,Endl 2012,http://adsabs.harvard.edu/abs/2012ApJ...759...19E,Marcy 2002,http://adsabs.harvard.edu/abs/2002ApJ...581.1375M,75732,43587,8.876703576,28.33138863,08:52:36.133,+28:19:53.00,5.96,,,4.767,,,,,3.54451,,,,0.947621,0.905,55 Cnc,5196,4.45,0.314513,,,55 Cnc,http://simbad.harvard.edu/simbad/sim-id?Ident=55+Cnc,0,,,,4.014,4.264
HD 148156 b,0.847612,2.12913,1027,0.52,35,2454707,17.5,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,148156,80680,16.47145729666667,-46.31769614,16:28:17.246,-46:19:03.71,7.69,,,6.688,,,,,0.847612,,,,0.965665,1.22,HD 148156,6308,4.56,0.29,,,HD 148156,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+148156,0,,,2MASS J16281729-4619034,6.397,6.489
HD 222155 b,2.02633,5.13864,3999,0.16,137,2456319,24.2,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,Boisse 2012,http://adsabs.harvard.edu/abs/2012A%26A...545A..55B,222155,116616,23.63337048333333,48.99680989,23:38:00.134,+48:59:48.52,7.12,,,5.885,,,,,2.02633,,,,1.67,1.13,HD 222155,5765,4.1,-0.11,,,HD 222155,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+222155,0,,,,5.51,5.579
HD 73526 b,2.8556,0.646509,188.3,0.19,203,2451167.1474222224,102,Tinney 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..594T,Tinney 2003,http://adsabs.harvard.edu/abs/2003ApJ...587..423T,73526,42282,8.621258528,-41.31949491,08:37:16.531,-41:19:10.18,8.99,,,7.708,,,,,2.8556,,,,1.45542,1.014,HD 73526,5583.74,4.15912,0.249696,,,HD 73526,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+73526,0,,,,7.302,7.47
HD 117207 b,1.8189,3.73753,2597,0.144,73,2450630,26.6,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Marcy 2005,http://adsabs.harvard.edu/abs/2005ApJ...619..570M,117207,65808,13.489239102,-35.57082258,13:29:21.261,-35:34:14.96,7.26,,,6.033,,,,,1.8189,,,,0.951872,1.031,HD 117207,5723.69,4.50735,0.266084,,,HD 117207,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+117207,0,,,,5.65,5.748
HD 121504 b,1.2223,0.328688,63.330002,0.03,265,2451450,55.8,Mayor 2004,http://adsabs.harvard.edu/abs/2004A&A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A&A...415..391M,121504,68162,13.954860894,-56.03983834,13:57:17.499,-56:02:23.42,7.54,,,6.557,,,,,1.2223,,,,0.844267,1.18,HD 121504,6075,4.64,0.16,,,HD 121504,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+121504,0,,,,6.123,6.224
HD 156846 b,11.0076,1.11751,359.51001,0.8472,52.23,2453998.09,464.3,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,Tamuz 2008,http://adsabs.harvard.edu/abs/2008A%26A...480L..33T,156846,84856,17.34288771333333,-19.33339913,17:20:34.396,-19:20:00.24,6.5,,,5.469,,,,,11.0076,,,,1.58242,1.43,HD 156846,6138,4.15,0.22,,,HD 156846,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+156846,0,,,,5.149,5.267
HD 224693 b,0.714594,0.192441,26.73,0.05,6,2453193.9,40.2,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,224693,118319,23.99826083466667,-22.42818043,23:59:53.739,-22:25:41.45,8.23,,,7.136,,,,,0.714594,,,,1.17028,1.33,HD 224693,6037,4.38,0.343,,,HD 224693,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+224693,0,,,,6.807,6.881
HD 158038 b,1.79425,1.49788,521,0.291,334,2455491,33.9,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,158038,85294,17.42927706333333,27.30348419,17:25:45.397,+27:18:12.54,7.64,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5.758,,,,,1.79425,,,,5.30151,1.65,HD 158038,4897,3.2,0.28,,,HD 158038,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+158038,0,,,2MASS J17254543+2718118,5.156,5.258
GJ 179 b,0.824243,2.41241,2288,0.21,153,2455140,25.8,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,,22627,4.868233788,6.47729302,04:52:05.642,+06:28:38.25,11.96,,,7.814,,,,,0.824243,,,,,0.357,GJ 179,3370,4.83,0.3,,,GJ 179,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+179,0,,,,6.942,7.208
HD 143361 b,3.03499,2.03474,1086,0.18,187,2453439,63,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,143361,78521,16.03068788533333,-44.43424642,16:01:50.476,-44:26:03.29,9.2,,,7.905,,,,,3.03499,,,,,0.95,HD 143361,,,0.29,,,HD 143361,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+143361,0,,,,7.488,7.572
HD 155358 b,0.819484,0.626938,194.3,0.17,143,2451224.8,32,Robertson 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,155358,83949,17.15965912333333,33.35638187,17:09:34.773,+33:21:22.97,7.28,,,6.158,,,,,0.819484,,,,1.49875,0.87,HD 155358,5760,4.09,-0.68,,,HD 155358,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+155358,0,,,,5.807,5.886
HD 192310 b,0.0531258,0.322307,74.72,0.13,173,2455116.198,3,Pepe 2011,http://adsabs.harvard.edu/abs/2011A%26A...534A..58P,Howard 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...10H,192310,99825,20.25460498866666,-27.03253578,20:15:16.578,-27:01:57.13,5.73,,Pepe 2011,4.112,90,,,,0.0531258,,,,0.847025,0.8,HD 192310,5166,4.51,-0.04,,,HD 192310,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+192310,0,,,2MASS J20151734-2701585,3.501,3.582
upsilon And b,0.669277,0.0593858,4.6171363,0.013,50.9829,2454425.017,68.2132,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,9826,7513,1.613326935333333,41.40638473,01:36:47.977,+41:24:22.99,4.1,,,3.174,,,,,0.669277,,,,1.383,1.31,upsilon And,6212.65,4.25324,0.152951,,,upsilon And,http://simbad.harvard.edu/simbad/sim-id?Ident=upsilon+And,0,,,,2.858,2.956
HD 86081 b,1.49595,0.0346186,2.1375,0.008,251,2453694.8,207.7,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,Johnson 2006,http://adsabs.harvard.edu/abs/2006ApJ...647..600J,86081,48711,9.934988204666666,-3.80846337,09:56:05.958,-03:48:30.47,8.73,,,7.628,,,,,1.49595,,,,1.18909,1.21,HD 86081,6028,4.36,0.257,,,HD 86081,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+86081,0,,,,7.299,7.425
HD 109246 b,0.768085,0.328074,68.27,0.12,235,2454824.6,38.2,Boisse 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..88B,Boisse 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..88B,109246,61177,12.53543385466667,74.48966446,12:32:07.562,+74:29:22.79,8.757,,,7.57,,,,,0.768085,,,,1.00892,1.01,HD 109246,5844,4.46,0.1,,,HD 109246,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+109246,0,,,2MASS J12320721+7429223,7.216,7.296
Kepler-68 d,0.845413,1.39639,580,0.18,,,19.9,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,Gilliland 2013,http://adsabs.harvard.edu/abs/2013ApJ...766...40G,,,19.40215555561913,49.04027777777777,19:24:07.76,+49:02:25.0,10.08,,,9,,,,,,,,,1.243,1.079,Kepler-68,5793,4.281,0.12,,,Kepler-68,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-68,0,,,KIC 11295426,8.6,8.7
HD 128311 c,3.24848,1.74533,923.8,0.23,28,2456987,78.8,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,128311,71395,14.60012197333333,9.74712514,14:36:00.439,+09:44:49.65,7.48,,,5.772,,,,,3.24848,,,,0.58322,0.828,HD 128311,4965.42,4.83098,0.204777,,,HD 128311,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+128311,0,,,,5.142,5.302
GJ 876 b,1.9469,0.208098,61.1166,0.0324,50.3,2450546.8,214,Rivera 2010,http://adsabs.harvard.edu/abs/2010ApJ...719..890R,Delfosse 1998 ; Marcy 1998,http://adsabs.harvard.edu/abs/1998A%26A...338L..67D ; http://adsabs.harvard.edu/abs/1998ApJ...505L.147M,,113020,22.887821058,-14.26205823,22:53:16.156,-14:15:43.41,10.16,,,5.934,,,,,1.9469,,,,,0.32,GJ 876,,,0.37,,,V* IL Aqr,http://simbad.harvard.edu/simbad/sim-id?Ident=V*+IL+Aqr,0,,,2MASS J22531672-1415489,5.01,5.349
HD 164509 b,0.480333,0.877542,282.4,0.26,324,2455703,14.2,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,Giguere 2012,http://adsabs.harvard.edu/abs/2012ApJ...744....4G,164509,88268,18.02534228333333,0.10460626,18:01:31.232,+00:06:16.58,8.24,,,6.938,,,,,0.480333,,,,1.05601,1.13,HD 164509,5922,4.44,0.21,,,HD 164509,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+164509,0,,,2MASS J18013121+0006163,6.586,6.665
HD 9446 b,0.698769,0.189213,30.052,0.2,215,2454854.4,46.6,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,Hebrard 2010,http://adsabs.harvard.edu/abs/2010A&A...513A..69H,9446,7245,1.55557145,29.26528054,01:33:20.057,+29:15:55.01,8.5125,,,7.21,,,,,0.698769,,,,0.919448,1,HD 9446,5793,4.53,0.09,,,HD 9446,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+9446,0,,,,6.85,6.89
HD 18742 b,2.71855,1.92734,772,0.12,102,2455200,44.3,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,18742,13993,3.002963545333333,-20.80254951,03:00:10.669,-20:48:09.18,7.97,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.177,,,,,2.71855,,,,4.53305,1.6,HD 18742,5048,3.3,-0.04,,,HD 18742,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+18742,0,,,2MASS J03001065-2048091,5.554,5.705
HD 167042 b,1.69651,1.31709,420.77,0.089,85.7,2454230.1,32.16,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Johnson 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..784J,167042,89047,18.17542561533333,54.2859522,18:10:31.532,+54:17:09.43,5.97,,,3.932,,,,,1.69651,,,,3.51265,1.72,HD 167042,5010,3.47,0.05,,,HD 167042,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+167042,0,,,2MASS J18103166+5417114,3.549,3.556
HD 69830 b,0.0316488,0.0781916,8.6669998,0.1,340,2453496.8,3.51,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,69830,40693,8.306605635333334,-12.62976955,08:18:23.780,-12:37:47.17,5.95,,,4.953,,,,,0.0316488,,,,0.921634,0.849,HD 69830,5360,4.46442,-0.0604105,,,HD 69830,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+69830,0,,,,4.165,4.363
HD 114762 b,11.6351,0.362932,83.9151,0.3354,201.28,2449889.106,612.48,Kane 2011,http://adsabs.harvard.edu/abs/2011ApJ...735L..41K,Latham 1989,http://adsabs.harvard.edu/abs/1989Natur.339...38L,114762,64426,13.20558311866667,17.51712741,13:12:20.099,+17:31:01.66,7.3,,,6.144,,,,,11.6351,,,,0.859205,0.894578,HD 114762,5952.51,4.54474,-0.653141,,,HD 114762,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+114762,0,,,,5.812,5.887
61 Vir c,0.0333747,0.216926,38.021,0.14,341,2453350.4723572917,2.12,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,Vogt 2010,http://adsabs.harvard.edu/abs/2010ApJ...708.1366V,115617,64924,13.306936654,-18.3086104,13:18:24.972,-18:18:31.00,4.866,,,3.334,,,,,0.0333747,,,,0.978547,0.942,61 Vir,5571,4.45,0.05,,,61 Vir,http://simbad.harvard.edu/simbad/sim-id?Ident=61+Vir,0,,,,2.956,2.974
HD 45652 b,0.468448,0.227878,43.6,0.38,273,2454120.3,33.1,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S,Santos 2008,http://adsabs.harvard.edu/abs/2008A%26A...487..369S,45652,30905,6.486963700666666,10.93404326,06:29:13.069,+10:56:02.56,8.1,,,6.703,,,,,0.468448,,,,1.13465,0.83,HD 45652,5312,4.32,0.29,,,HD 45652,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+45652,0,,,,6.262,6.315
HD 73256 b,1.86902,0.0371348,2.5485799,0.029,337.3,2452500.18,269,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U,Udry 2003,http://adsabs.harvard.edu/abs/2003A%26A...407..679U,73256,42214,8.606427005999999,-30.03778645,08:36:23.137,-30:02:16.03,8.08,,,6.719,,,,,1.86902,,,,1.21851,1.05,HD 73256,5636,4.3,0.26,,,HD 73256,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+73256,0,,,,6.264,6.376
6 Lyn b,2.20888,2.18639,874.774,0.059,314.9,2454024.5,31.52,Bowler 2010,http://adsabs.harvard.edu/abs/2010ApJ...709..396B,Sato 2008 ; Johnson 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S ; http://adsabs.harvard.edu/abs/2008ApJ...675..784J,45410,31039,6.513094804666666,58.16345673,06:30:47.141,+58:09:48.44,5.86,,,4.272,,,,,2.20888,,,,5.49553,1.82,6 Lyn,4978,3.16,-0.13,,,6 Lyn,http://simbad.harvard.edu/simbad/sim-id?Ident=6+Lyn,0,,,2MASS J06304711+5809453,3.701,3.825
HD 180314 b,22.6261,1.45528,396.03,0.257,303.1,2453565.9,340.8,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,Sato 2010,http://adsabs.harvard.edu/abs/2010PASJ...62.1063S,180314,94576,19.24727124666667,31.86030122,19:14:50.176,+31:51:37.08,6.61,,,4.892,,,,,22.6261,,,,7.38571,2.6,HD 180314,4917,2.98,0.2,,,HD 180314,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+180314,0,,,2MASS J19145022+3151371,4.312,4.489
HD 17092 b,4.96206,1.30798,359.89999,0.166,347.4,2452969.5,82.4,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,Niedzielski 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1354N,17092,,2.772809722158644,49.65307222233878,02:46:22.115,+49:39:11.06,7.74,,,5.53,,,,,4.96206,,,,11.8,2.3,HD 17092,4650,3,0.18,,,HD 17092,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+17092,0,,,,4.807,5.007
HIP 57274 b,0.0365708,0.0712798,8.1352,0.187,81,2454801.015,4.64,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,,57274,11.744717456,30.96021865,11:44:40.983,+30:57:36.79,8.96,,,6.958,,,0.128333,,0.0365708,,,,0.68,0.73,HIP 57274,4640,4.71,0.09,,,HIP 57274,http://simbad.harvard.edu/simbad/sim-id?Ident=HIP+57274,0,http://adsabs.harvard.edu/abs/2012ApJ...745...21F,Fischer 2012,2MASS J11444095+3057339,6.286,6.408
HD 202206 b,16.8244,0.811776,255.87,0.435,161.18,2452175.3356994856,564.75,Correia 2005,http://adsabs.harvard.edu/abs/2005A%26A...440..751C,Udry 2002,http://adsabs.harvard.edu/abs/2002A%26A...390..267U,202206,104903,21.24938698333333,-20.78891819,21:14:57.793,-20:47:20.11,8.08,,,6.85,,,,,16.8244,,,,0.985786,1.074,HD 202206,5787.84,4.49268,0.353502,,,HD 202206,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+202206,0,,,,6.485,6.567
HD 108874 c,1.02837,2.72021,1680.3835,0.273039,10.4522,2452797.335,18.8971,Wright 2009,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,108874,61028,12.507444766,22.88004579,12:30:26.801,+22:52:48.16,8.76,,,7.479,,,,,1.02837,,,,1.12115,0.95,HD 108874,5550.95,4.3494,0.181867,,,HD 108874,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+108874,0,,,,7.06,7.11
HD 200964 c,0.892778,1.94439,825,0.181,182.6,2455000,15.42,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,200964,104202,21.11105190533333,3.80299623,21:06:39.787,+03:48:10.79,6.64,,,4.802,,,,,0.892778,,,,2.9115,1.44,HD 200964,5164,3.6,-0.15,,,HD 200964,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+200964,0,,,2MASS J21063983+0348110,4.286,4.459
HD 10180 h,0.206033,3.42452,2248,0.151,184,2453619.1739,3.11,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,Lovis 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A.112L,10180,7599,1.631553894666667,-60.51154231,01:37:53.594,-60:30:41.55,7.33,,,6.246,,,,,0.206033,,,,1.10851,1.06,HD 10180,5911,4.39,0.08,,,HD 10180,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10180,0,,,2MASS J01375356-6030414,5.868,5.934
HD 33142 b,1.32886,1.05802,326.6,0.12,138,2455324,30.4,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,33142,23844,5.126540539333333,-13.98656439,05:07:35.546,-13:59:11.63,8.13,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,6.345,,,,,1.32886,,,,3.38212,1.48,HD 33142,5052,3.5,0.05,,,HD 33142,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+33142,0,,,2MASS J05073553-1359113,5.792,5.903
HD 7924 b,0.0291185,0.0566409,5.3978,0.17,25,2454727.27,3.87,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,Howard 2009,http://adsabs.harvard.edu/abs/2009ApJ...696...75H,7924,6379,1.366444936,76.71036798,01:21:59.202,+76:42:37.32,7.185,,,5.618,,,,,0.0291185,,,,0.763424,0.832,HD 7924,5177,4.59,-0.15,,,HD 7924,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7924,0,,,,5.158,5.23
HD 99109 b,0.504198,1.10806,439.3,0.09,256,2451310,14.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,99109,55664,11.40485076666667,-1.52868638,11:24:17.463,-01:31:43.27,9.1,,,7.626,,,,,0.504198,,,,0.973205,0.94,HD 99109,5272.39,4.4384,0.314846,,,HD 99109,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+99109,0,,,,7.162,7.259
HD 10647 b,0.925037,2.02175,1003,0.16,336,2450960,17.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,10647,7978,1.708097512666667,-53.74057473,01:42:29.151,-53:44:26.07,5.52,,,4.791,,,,,0.925037,,,,1.18569,1.095,HD 10647,6104.96,4.34467,-0.0775835,,,HD 10647,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+10647,0,,,,4.339,4.399
upsilon And c,1.91855,0.830445,241.33335,0.223848,250.76,2454265.567,53.6229,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Butler 1999,http://adsabs.harvard.edu/abs/1999ApJ...526..916B,9826,7513,1.613326935333333,41.40638473,01:36:47.977,+41:24:22.99,4.1,,,3.174,,,,,1.91855,,,,1.383,1.31,upsilon And,6212.65,4.25324,0.152951,,,upsilon And,http://simbad.harvard.edu/simbad/sim-id?Ident=upsilon+And,0,,,,2.858,2.956
HD 170469 b,0.668676,2.23538,1145,0.11,34,2451669,12,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,Fischer 2007,http://adsabs.harvard.edu/abs/2007ApJ...669.1336F,170469,90593,18.48639163466667,11.69554391,18:29:11.010,+11:41:43.96,8.05,,,,,,,,0.668676,,,,1.22117,1.136,HD 170469,5810,4.32,0.3,,,HD 170469,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+170469,0,,,,,
HD 88133 b,0.299445,0.047174,3.41587,0.133,349,2453016.31,36.1,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Fischer 2005,http://adsabs.harvard.edu/abs/2005ApJ...620..481F,88133,49813,10.16880093466667,18.18751239,10:10:07.683,+18:11:15.04,8.01,,,6.599,,,,,0.299445,,,,1.31823,1.2,HD 88133,5494,4.23,0.34,,,HD 88133,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+88133,0,,,,6.198,6.296
HD 196885 b,2.9439,2.54171,1333,0.48,78,2452554,53.9,Fischer 2009,http://adsabs.harvard.edu/abs/2009ApJ...703.1545F,Correia 2008,http://adsabs.harvard.edu/abs/2008A%26A...479..271C,196885,101966,20.66440205266667,11.24944749,20:39:51.847,+11:14:58.01,6.39,,,5.413,,,,,2.9439,,,,1.29927,1.23,HD 196885,6254,4.31,0.22,,,HD 196885,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+196885,0,,,,5.072,5.19
24 Sex b,1.64828,1.33782,455.2,0.184,227,2454758,33.2,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,Johnson 2011,http://adsabs.harvard.edu/abs/2011AJ....141...16J,90043,50887,10.39120334266667,-0.90216202,10:23:28.332,-00:54:07.78,6.61,,,5.292,,,,,1.64828,,,,3.38241,1.54,24 Sex,5098,3.5,-0.03,,,24 Sex,http://simbad.harvard.edu/simbad/sim-id?Ident=24+Sex,0,,,2MASS J10232836-0054079,4.285,4.486
HD 190228 b,5.94193,2.60478,1136.1,0.531,101.2,2453522,91.4,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,Perrier 2003,http://adsabs.harvard.edu/abs/2003A%26A...410.1039P,190228,98714,20.05019542,28.30702649,20:03:00.704,+28:18:25.30,7.3,,,5.818,,,,,5.94193,,,,1.73503,1.821,HD 190228,5347.98,3.97569,-0.180288,,,HD 190228,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+190228,0,,,,5.352,5.44
HD 181720 b,0.37199,1.84741,956,0.26,177,2453631,8.4,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,Santos 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..47S,181720,95262,19.38136773733333,-32.91804349,19:22:52.924,-32:55:04.96,7.9657,,,6.652,,,,,0.37199,,,,1.2465,0.92,HD 181720,5781,4.24,-0.53,,,HD 181720,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181720,0,,,,6.294,6.346
